state,district,school,ap,type,total,American Indian/Alaska Native,Asian,Black,Hispanic,Native Hawaiian/Pacific Islander,Two or More Races,White
INDIANA,Christel House DORS South,Christel House DORS South,No,total,202,0,49,64,58,0,0,31
INDIANA,Christel House DORS West,Christel House DORS West,No,total,130,0,13,28,64,0,0,25
INDIANA,Clark-Pleasant Com School Corp,Whiteland Community High School,Yes,ap,226,2,43,7,19,0,10,145
INDIANA,Clark-Pleasant Com School Corp,Whiteland Community High School,Yes,total,1862,4,97,46,67,2,58,1588
INDIANA,Clarksville Com School Corp,Clarksville Senior High School,Yes,ap,39,0,0,4,4,0,0,31
INDIANA,Clarksville Com School Corp,Clarksville Senior High School,Yes,total,361,2,2,37,28,2,28,262
INDIANA,Clay Community Schools,Clay City Jr-Sr High School,Yes,ap,31,0,0,0,0,0,0,31
INDIANA,Clay Community Schools,Clay City Jr-Sr High School,Yes,total,365,2,0,2,4,0,2,355
INDIANA,Clay Community Schools,Northview High School,Yes,ap,67,2,2,2,2,0,4,55
INDIANA,Clay Community Schools,Northview High School,Yes,total,1026,7,4,7,19,0,19,970
INDIANA,Clinton Central School Corp,Clinton Central Junior-Senior HS,Yes,ap,55,0,0,0,0,0,0,55
INDIANA,Clinton Central School Corp,Clinton Central Junior-Senior HS,Yes,total,449,5,0,2,7,0,5,430
INDIANA,Clinton Prairie School Corp,Clinton Prairie Jr-Sr High School,Yes,ap,54,0,0,0,0,0,2,52
INDIANA,Clinton Prairie School Corp,Clinton Prairie Jr-Sr High School,Yes,total,489,0,0,2,37,0,5,445
INDIANA,Cloverdale Community Schools,Cloverdale High School,Yes,ap,53,0,0,0,2,0,2,49
INDIANA,Cloverdale Community Schools,Cloverdale High School,Yes,total,417,0,2,4,4,0,16,391
INDIANA,Community Montessori Inc,Community Montessori,No,total,533,0,10,5,13,2,31,472
INDIANA,Community Schools of Frankfort,Frankfort Senior High School,Yes,ap,91,0,0,2,25,0,0,64
INDIANA,Community Schools of Frankfort,Frankfort Senior High School,Yes,total,900,0,2,7,376,0,7,508
INDIANA,Concord Community Schools,Concord Community High School,Yes,ap,300,0,4,8,67,0,16,205
INDIANA,Concord Community Schools,Concord Community High School,Yes,total,1685,0,16,148,460,0,136,925
INDIANA,Covington Community Sch Corp,Covington Community High School,Yes,ap,29,0,0,0,4,0,0,25
INDIANA,Covington Community Sch Corp,Covington Community High School,Yes,total,311,0,2,0,10,0,4,295
INDIANA,Cowan Community School Corp,Cowan High School,Yes,ap,32,0,2,0,2,0,0,28
INDIANA,Cowan Community School Corp,Cowan High School,Yes,total,353,0,2,2,2,0,7,340
INDIANA,Crawford Co Com School Corp,Crawford County  Jr-Sr HS,Yes,ap,73,0,0,0,0,0,0,73
INDIANA,Crawford Co Com School Corp,Crawford County  Jr-Sr HS,Yes,total,705,0,2,0,5,0,7,691
INDIANA,Crawfordsville Com Schools,Crawfordsville Sr High School,Yes,ap,96,0,0,2,13,0,2,79
INDIANA,Crawfordsville Com Schools,Crawfordsville Sr High School,Yes,total,699,4,7,13,94,0,22,559
INDIANA,Crothersville Community Schools,Crothersville Jr-Sr High School,No,total,239,0,2,0,10,0,4,223
INDIANA,Crown Point Community Sch Corp,Crown Point High School,Yes,ap,1008,7,40,13,91,2,14,841
INDIANA,Crown Point Community Sch Corp,Crown Point High School,Yes,total,2822,13,70,70,349,5,61,2254
INDIANA,CSUSA Howe,Thomas Carr Howe Comm High School,Yes,ap,25,2,0,7,0,0,0,16
INDIANA,CSUSA Howe,Thomas Carr Howe Comm High School,Yes,total,498,2,0,274,34,0,37,151
INDIANA,CSUSA Manual,Emmerich Manual High School,No,total,620,0,85,163,55,0,31,286
INDIANA,Culver Community Schools Corp,Culver Community High School,Yes,ap,29,0,0,2,2,0,0,25
INDIANA,Culver Community Schools Corp,Culver Community High School,Yes,total,257,0,0,7,16,0,8,226
INDIANA,Daleville Community Schools,Daleville Jr-Sr High School,Yes,ap,18,0,0,0,0,0,2,16
INDIANA,Daleville Community Schools,Daleville Jr-Sr High School,Yes,total,431,0,4,4,4,0,22,397
INDIANA,Damar Charter Academy,Damar Charter Academy,No,total,166,0,2,43,2,0,10,109
INDIANA,Danville Community School Corp,Danville Community High School,Yes,ap,95,0,0,0,2,0,2,91
INDIANA,Danville Community School Corp,Danville Community High School,Yes,total,798,2,4,10,13,2,22,745
INDIANA,Decatur County Com Schools,North Decatur Jr-Sr High School,Yes,ap,93,0,0,0,2,0,0,91
INDIANA,Decatur County Com Schools,North Decatur Jr-Sr High School,Yes,total,529,2,2,0,7,2,5,511
INDIANA,Decatur County Com Schools,South Decatur Jr-Sr High School,Yes,ap,53,0,0,2,0,0,2,49
INDIANA,Decatur County Com Schools,South Decatur Jr-Sr High School,Yes,total,489,4,0,4,5,0,7,469
INDIANA,DeKalb Co Ctl United Sch Dist,DeKalb High School,Yes,ap,204,0,4,0,4,0,0,196
INDIANA,DeKalb Co Ctl United Sch Dist,DeKalb High School,Yes,total,1150,4,13,2,34,0,34,1063
INDIANA,DeKalb Co Eastern Com Sch Dist,Eastside Junior-Senior High School,Yes,ap,27,0,0,2,0,0,0,25
INDIANA,DeKalb Co Eastern Com Sch Dist,Eastside Junior-Senior High School,Yes,total,616,2,7,7,28,2,5,565
INDIANA,Delaware Community School Corp,Delta High School,No,total,855,4,4,7,7,0,16,817
INDIANA,Delphi Community School Corp,Delphi Community High School,Yes,ap,28,0,0,0,0,0,0,28
INDIANA,Delphi Community School Corp,Delphi Community High School,Yes,total,441,0,0,0,40,0,7,394
INDIANA,Dugger Union Community School Corp,Dugger Union Community School Corp,Yes,ap,4,0,0,0,0,0,0,4
INDIANA,Dugger Union Community School Corp,Dugger Union Community School Corp,Yes,total,233,2,2,0,4,0,2,223
INDIANA,Duneland School Corporation,Chesterton Senior High School,Yes,ap,331,0,16,2,19,0,8,286
INDIANA,Duneland School Corporation,Chesterton Senior High School,Yes,total,2044,2,40,52,181,0,64,1705
INDIANA,East Allen County Schools,East Allen University,Yes,ap,27,0,0,2,2,0,4,19
INDIANA,East Allen County Schools,East Allen University,Yes,total,323,0,40,49,37,0,22,175
INDIANA,East Allen County Schools,Heritage Jr/Sr High School,Yes,ap,62,0,0,2,2,0,0,58
INDIANA,East Allen County Schools,Heritage Jr/Sr High School,Yes,total,792,7,58,97,46,0,43,541
INDIANA,East Allen County Schools,Leo Junior/Senior High School,Yes,ap,253,2,4,4,4,0,7,232
INDIANA,East Allen County Schools,Leo Junior/Senior High School,Yes,total,1311,4,16,34,46,0,49,1162
INDIANA,East Allen County Schools,New Haven High School,Yes,ap,97,0,2,10,7,0,2,76
INDIANA,East Allen County Schools,New Haven High School,Yes,total,997,0,31,289,91,2,49,535
INDIANA,East Allen County Schools,Woodlan Jr/Sr High School,Yes,ap,95,0,2,2,2,0,4,85
INDIANA,East Allen County Schools,Woodlan Jr/Sr High School,Yes,total,707,0,43,37,37,0,31,559
INDIANA,East Gibson School Corporation,Waldo J Wood Memorial High,Yes,ap,41,0,0,0,0,0,4,37
INDIANA,East Gibson School Corporation,Waldo J Wood Memorial High,Yes,total,276,0,2,0,2,0,4,268
INDIANA,East Noble School Corp,East Noble High School,Yes,ap,255,0,4,2,13,0,4,232
INDIANA,East Noble School Corp,East Noble High School,Yes,total,1248,2,10,10,79,2,16,1129
INDIANA,East Porter County School Corporation,Kouts Middle/High School,Yes,ap,15,0,0,0,0,0,2,13
INDIANA,East Porter County School Corporation,Kouts Middle/High School,Yes,total,479,0,2,0,31,0,13,433
INDIANA,East Porter County School Corporation,Morgan Township Middle/High School,Yes,ap,22,0,0,0,0,0,0,22
INDIANA,East Porter County School Corporation,Morgan Township Middle/High School,Yes,total,395,2,2,4,22,0,10,355
INDIANA,East Porter County School Corporation,Washington Twp Middle/High School,Yes,ap,20,0,2,0,2,0,0,16
INDIANA,East Porter County School Corporation,Washington Twp Middle/High School,Yes,total,484,4,4,2,52,0,13,409
INDIANA,East Washington School Corp,Eastern High School,Yes,ap,75,0,2,2,2,0,2,67
INDIANA,East Washington School Corp,Eastern High School,Yes,total,470,0,4,4,7,0,7,448
INDIANA,Eastbrook Community Sch Corp,Eastbrook High School,Yes,ap,59,0,2,0,2,0,0,55
INDIANA,Eastbrook Community Sch Corp,Eastbrook High School,Yes,total,534,2,2,4,13,0,5,508
INDIANA,Eastern Greene Schools,Eastern Greene High School,Yes,ap,127,2,4,0,4,0,2,115
INDIANA,Eastern Greene Schools,Eastern Greene High School,Yes,total,398,4,4,0,13,0,7,370
INDIANA,Eastern Hancock Co Com Sch Corp,Eastern Hancock High School,Yes,ap,82,0,0,0,0,0,0,82
INDIANA,Eastern Hancock Co Com Sch Corp,Eastern Hancock High School,Yes,total,418,2,0,4,4,0,2,406
INDIANA,Eastern Howard School Corporation,Eastern High School,Yes,ap,81,0,2,0,2,0,4,73
INDIANA,Eastern Howard School Corporation,Eastern High School,Yes,total,454,2,7,2,10,2,19,412
INDIANA,Eastern Pulaski Community School Corporation,Winamac Community High School,Yes,ap,39,0,0,0,2,0,0,37
INDIANA,Eastern Pulaski Community School Corporation,Winamac Community High School,Yes,total,393,0,2,2,10,2,13,364
INDIANA,Edinburgh Community Sch Corp,Edinburgh Community High School,Yes,ap,35,0,0,0,2,0,2,31
INDIANA,Edinburgh Community Sch Corp,Edinburgh Community High School,Yes,total,291,0,0,0,7,0,10,274
INDIANA,Edinburgh Community Sch Corp,SYF Educational Resource Center,No,total,10,0,0,0,0,0,0,10
INDIANA,Edison Learning Roosevelt,Theodore Roosevelt Car & Tech Acad,No,total,640,0,0,622,0,0,16,2
INDIANA,Elkhart Community Schools,Elkhart Central High School,Yes,ap,283,0,2,19,70,4,13,175
INDIANA,Elkhart Community Schools,Elkhart Central High School,Yes,total,1765,4,22,232,622,4,103,778
INDIANA,Elkhart Community Schools,Elkhart Memorial High School,Yes,ap,304,2,16,13,55,0,13,205
INDIANA,Elkhart Community Schools,Elkhart Memorial High School,Yes,total,1734,2,31,259,430,2,121,889
INDIANA,Elwood Community School Corp,Elwood Jr-Sr High School,Yes,ap,87,0,0,0,4,2,2,79
INDIANA,Elwood Community School Corp,Elwood Jr-Sr High School,Yes,total,686,0,2,7,46,2,22,607
INDIANA,Eminence Community School Corp,Eminence Jr-Sr High School,Yes,ap,13,0,0,0,0,0,0,13
INDIANA,Eminence Community School Corp,Eminence Jr-Sr High School,Yes,total,229,2,4,0,2,0,4,217
INDIANA,Evansville Vanderburgh Sch Corp,Academy for Innovative Studies,No,total,591,4,2,178,13,2,76,316
INDIANA,Evansville Vanderburgh Sch Corp,Benjamin Bosse High School,Yes,ap,48,2,2,16,2,0,4,22
INDIANA,Evansville Vanderburgh Sch Corp,Benjamin Bosse High School,Yes,total,709,4,4,253,31,10,103,304
INDIANA,Evansville Vanderburgh Sch Corp,Central High School,Yes,ap,184,0,2,8,4,0,16,154
INDIANA,Evansville Vanderburgh Sch Corp,Central High School,Yes,total,1072,0,10,100,25,2,88,847
INDIANA,Evansville Vanderburgh Sch Corp,Francis Joseph Reitz High School,Yes,ap,115,2,7,2,0,0,10,94
INDIANA,Evansville Vanderburgh Sch Corp,Francis Joseph Reitz High School,Yes,total,1293,2,16,52,19,2,73,1129
INDIANA,Evansville Vanderburgh Sch Corp,New Tech Institute,Yes,ap,32,0,2,0,0,0,2,28
INDIANA,Evansville Vanderburgh Sch Corp,New Tech Institute,Yes,total,304,2,7,16,4,0,16,259
INDIANA,Evansville Vanderburgh Sch Corp,North High School,Yes,ap,198,0,7,4,4,0,5,178
INDIANA,Evansville Vanderburgh Sch Corp,North High School,Yes,total,1521,2,22,115,43,2,118,1219
INDIANA,Evansville Vanderburgh Sch Corp,William Henry Harrison High School,Yes,ap,114,0,4,13,2,0,13,82
INDIANA,Evansville Vanderburgh Sch Corp,William Henry Harrison High School,Yes,total,1118,4,19,232,55,2,139,667
INDIANA,Fairfield Community Schools,Fairfield Jr-Sr High School,Yes,ap,107,2,2,0,2,0,4,97
INDIANA,Fairfield Community Schools,Fairfield Jr-Sr High School,Yes,total,932,4,10,4,55,2,16,841
INDIANA,Fayette County School Corp,Connersville Sr High School,Yes,ap,376,0,2,2,4,0,7,361
INDIANA,Fayette County School Corp,Connersville Sr High School,Yes,total,1104,0,2,13,10,0,34,1045
INDIANA,Flat Rock-Hawcreek School Corp,Hauser Jr-Sr High School,Yes,ap,6,0,0,0,2,0,0,4
INDIANA,Flat Rock-Hawcreek School Corp,Hauser Jr-Sr High School,Yes,total,402,2,4,0,7,0,10,379
INDIANA,Fort Wayne Community Schools,North Side High School,No,total,1201,4,88,259,175,4,121,550
INDIANA,Fort Wayne Community Schools,Northrop High School,Yes,ap,41,0,4,2,2,0,2,31
INDIANA,Fort Wayne Community Schools,Northrop High School,Yes,total,1541,4,64,235,193,2,88,955
INDIANA,Fort Wayne Community Schools,R Nelson Snider High School,Yes,ap,167,0,10,25,10,0,13,109
INDIANA,Fort Wayne Community Schools,R Nelson Snider High School,Yes,total,1291,2,37,298,100,0,94,760
INDIANA,Fort Wayne Community Schools,South Side High School,Yes,ap,14,0,2,4,4,0,2,2
INDIANA,Fort Wayne Community Schools,South Side High School,Yes,total,995,4,61,352,307,2,79,190
INDIANA,Fort Wayne Community Schools,Wayne High School,Yes,ap,71,2,4,10,13,0,5,37
INDIANA,Fort Wayne Community Schools,Wayne High School,Yes,total,903,7,61,262,145,0,76,352
INDIANA,Franklin Community School Corp,Franklin Community High Sch,Yes,ap,538,2,16,4,19,0,13,484
INDIANA,Franklin Community School Corp,Franklin Community High Sch,Yes,total,1651,2,22,28,82,0,49,1468
INDIANA,Franklin County Com Sch Corp,Franklin County High,Yes,ap,117,0,0,0,0,0,2,115
INDIANA,Franklin County Com Sch Corp,Franklin County High,Yes,total,866,0,2,0,4,0,4,856
INDIANA,Franklin Township Com Sch Corp,Franklin Central High School,Yes,ap,622,2,31,19,37,0,25,508
INDIANA,Franklin Township Com Sch Corp,Franklin Central High School,Yes,total,2643,10,97,184,160,0,136,2056
INDIANA,Frankton-Lapel Community Schools,Frankton Jr-Sr High School,Yes,ap,88,0,0,0,4,0,2,82
INDIANA,Frankton-Lapel Community Schools,Frankton Jr-Sr High School,Yes,total,681,0,2,10,22,0,28,619
INDIANA,Frankton-Lapel Community Schools,Lapel Sr High School,Yes,ap,22,0,0,0,0,0,0,22
INDIANA,Frankton-Lapel Community Schools,Lapel Sr High School,Yes,total,472,0,4,5,2,0,10,451
INDIANA,Fremont Community Schools,Fremont High School,No,total,306,4,2,2,7,4,10,277
INDIANA,Frontier School Corporation,Frontier Jr-Sr High School,Yes,ap,16,0,0,0,0,0,0,16
INDIANA,Frontier School Corporation,Frontier Jr-Sr High School,Yes,total,338,0,2,0,10,0,7,319
INDIANA,Garrett-Keyser-Butler Com,Garrett High School,No,total,592,4,0,2,16,13,16,541
INDIANA,Gary Community School Corp,New Tech Innovative Institute,No,total,244,2,0,223,10,0,7,2
INDIANA,Gary Community School Corp,West Side Leadership Academy,Yes,ap,603,0,0,562,22,4,13,2
INDIANA,Gary Community School Corp,West Side Leadership Academy,Yes,total,677,0,0,625,22,4,19,7
INDIANA,Gary Community School Corp,Wm A Wirt/Emerson VPA,Yes,ap,66,2,0,64,0,0,0,0
INDIANA,Gary Community School Corp,Wm A Wirt/Emerson VPA,Yes,total,642,2,0,592,13,0,31,4
INDIANA,Gary Lighthouse Charter School,Gary Lighthouse Charter School,Yes,ap,72,0,0,43,25,0,2,2
INDIANA,Gary Lighthouse Charter School,Gary Lighthouse Charter School,Yes,total,1474,2,0,1327,127,4,4,10
INDIANA,Gary Middle College,Gary Middle College,No,total,213,0,0,193,13,0,7,0
INDIANA,Goshen Community Schools,Goshen High School,Yes,ap,37,0,2,0,4,0,0,31
INDIANA,Goshen Community Schools,Goshen High School,Yes,total,1895,4,25,37,898,2,49,880
INDIANA,Greater Clark County Schools,Charlestown Senior High School,Yes,ap,116,0,0,2,7,0,4,103
INDIANA,Greater Clark County Schools,Charlestown Senior High School,Yes,total,388,2,7,94,31,0,43,211
INDIANA,Greater Clark County Schools,Clark County Middle/High School,No,total,120,0,2,22,16,0,19,61
INDIANA,Greater Clark County Schools,Jeffersonville High School,Yes,ap,574,0,16,61,55,2,55,385
INDIANA,Greater Clark County Schools,Jeffersonville High School,Yes,total,1997,4,22,364,214,2,199,1192
INDIANA,Greater Clark County Schools,New Washington Middle/High School,No,total,385,0,2,2,7,0,7,367
INDIANA,Greater Clark County Schools,Old Corden Porter School,No,total,68,0,0,16,2,0,7,43
INDIANA,Greater Jasper Con Schs,Jasper High School,Yes,ap,237,2,4,0,7,0,4,220
INDIANA,Greater Jasper Con Schs,Jasper High School,Yes,total,1125,2,7,2,118,4,10,982
INDIANA,Greater Randolph Interlocal Coop,Alternative School,No,total,7,0,0,0,0,0,0,7
INDIANA,Greater Randolph Interlocal Coop,BASE,No,total,10,0,0,0,0,0,2,8
INDIANA,Greencastle Community Sch Corp,Greencastle Senior High School,Yes,ap,192,0,0,4,0,0,7,181
INDIANA,Greencastle Community Sch Corp,Greencastle Senior High School,Yes,total,588,4,7,7,16,0,25,529
INDIANA,Greenfield-Central Com Schools,Catamount Center,No,total,7,0,0,0,0,0,0,7
INDIANA,Greenfield-Central Com Schools,Greenfield-Central High Sch,Yes,ap,249,0,10,0,2,0,5,232
INDIANA,Greenfield-Central Com Schools,Greenfield-Central High Sch,Yes,total,1482,4,25,7,34,0,31,1381
INDIANA,Greensburg Community Schools,Greensburg Community High School,Yes,ap,157,0,4,0,4,0,4,145
INDIANA,Greensburg Community Schools,Greensburg Community High School,Yes,total,733,2,7,4,13,0,16,691
INDIANA,Greenwood Community Sch Corp,Greenwood Community High Sch,Yes,ap,85,2,4,0,4,0,2,73
INDIANA,Greenwood Community Sch Corp,Greenwood Community High Sch,Yes,total,1211,5,31,22,91,4,43,1015
INDIANA,Griffith Public Schools,Griffith Senior High School,Yes,ap,114,2,4,10,37,0,0,61
INDIANA,Griffith Public Schools,Griffith Senior High School,Yes,total,789,4,10,163,199,0,22,391
INDIANA,Hamilton Community Schools,Hamilton Community High Sch,Yes,ap,31,0,0,0,0,0,0,31
INDIANA,Hamilton Community Schools,Hamilton Community High Sch,Yes,total,180,0,4,2,7,0,4,163
INDIANA,Hamilton Heights School Corp,Hamilton Heights High School,Yes,ap,132,2,0,0,0,0,0,130
INDIANA,Hamilton Heights School Corp,Hamilton Heights High School,Yes,total,715,4,2,7,19,0,4,679
INDIANA,Hamilton Southeastern Schools,Fishers High School,No,total,3137,4,181,232,208,2,172,2338
INDIANA,Hamilton Southeastern Schools,FOCUS Program,No,total,24,0,0,7,5,0,2,10
INDIANA,Hamilton Southeastern Schools,Hamilton Southeastern HS,No,total,3026,8,187,232,148,4,130,2317
INDIANA,Hammond Academy of Science & Tech,Hammond Academy of Science & Tech,No,total,549,0,2,106,313,0,19,109
INDIANA,Hanover Community School Corp,Hanover Central High Sch,Yes,ap,87,0,0,2,10,0,2,73
INDIANA,Hanover Community School Corp,Hanover Central High Sch,Yes,total,706,2,7,13,76,0,16,592
INDIANA,Herron Charter,Herron High School,Yes,ap,448,2,10,67,19,0,37,313
INDIANA,Herron Charter,Herron High School,Yes,total,765,4,19,178,37,0,58,469
INDIANA,Hoosier Acad Virtual Charter,Hoosier Acad Virtual Charter Sch,Yes,ap,55,0,0,7,4,0,7,37
INDIANA,Hoosier Acad Virtual Charter,Hoosier Acad Virtual Charter Sch,Yes,total,3805,22,25,442,184,10,166,2956
INDIANA,Hoosier Academy - Indianapolis,Hoosier Academy - Indianapolis,Yes,ap,4,0,0,0,0,0,0,4
INDIANA,Hoosier Academy - Indianapolis,Hoosier Academy - Indianapolis,Yes,total,226,0,4,46,4,2,13,157
INDIANA,Hope Academy,Hope Academy,No,total,29,0,0,4,4,0,2,19
INDIANA,Huntington Co Com Sch Corp,Huntington North High School,Yes,ap,208,2,2,0,4,0,4,196
INDIANA,Huntington Co Com Sch Corp,Huntington North High School,Yes,total,1640,13,4,7,31,2,43,1540
INDIANA,IN Acad for Sci Math Humanities,IN Aca for Sci Math & Humanities,Yes,ap,200,0,31,7,7,0,7,148
INDIANA,IN Acad for Sci Math Humanities,IN Aca for Sci Math & Humanities,Yes,total,320,0,37,10,13,0,7,253
INDIANA,IN Sch for the Blind & Vis Imprd,Indiana School For The Blind,No,total,149,0,4,31,10,0,7,97
INDIANA,Indiana Connections Academy,Indiana Connections Academy,Yes,ap,70,0,0,5,2,0,5,58
INDIANA,Indiana Connections Academy,Indiana Connections Academy,Yes,total,3801,13,49,238,274,0,181,3046
INDIANA,Indiana Math Science Academy North,IN Math & Science Acad North,Yes,ap,24,0,0,13,7,0,2,2
INDIANA,Indiana Math Science Academy North,IN Math & Science Acad North,Yes,total,660,4,7,499,55,0,61,34
INDIANA,Indiana School For The Deaf,Indiana School For The Deaf,No,total,278,0,10,34,37,0,13,184
INDIANA,Indianapolis Metropolitan High Sch,Indianapolis Metropolitan High Sch,No,total,253,0,0,196,16,0,10,31
INDIANA,Indianapolis Public Schools,Arlington Community High School,No,total,319,0,0,277,22,0,7,13
INDIANA,Indianapolis Public Schools,Arsenal Technical High School,No,total,2005,2,2,997,616,2,88,298
INDIANA,Indianapolis Public Schools,Broad Ripple Mgnt HS for Prfm Arts,No,total,568,2,4,373,115,0,25,49
INDIANA,Indianapolis Public Schools,Crispus Attucks Medical Magnet HS,No,total,629,0,4,409,160,0,19,37
INDIANA,Indianapolis Public Schools,George Washington Community HS,No,total,425,0,4,136,157,0,16,112
INDIANA,Indianapolis Public Schools,John Marshall Community High Sch,No,total,427,0,0,346,55,0,7,19
INDIANA,Indianapolis Public Schools,Northwest Community High School,No,total,652,2,19,382,202,0,13,34
INDIANA,Indianapolis Public Schools,Shortridge High School,No,total,375,4,4,172,79,0,25,91
INDIANA,Indpls Lighthouse Charter School,Indpls Lighthouse Charter School,No,total,830,2,0,619,58,2,10,139
INDIANA,Irvington Community Schools,Irvington Community School,Yes,ap,49,0,2,2,4,0,4,37
INDIANA,Irvington Community Schools,Irvington Community School,Yes,total,1036,2,4,115,91,0,100,724
INDIANA,Jac-Cen-Del Community Sch Corp,Jac-Cen-Del MS/HS,Yes,ap,60,0,0,0,2,0,0,58
INDIANA,Jac-Cen-Del Community Sch Corp,Jac-Cen-Del MS/HS,Yes,total,422,2,2,4,4,0,4,406
INDIANA,Jay School Corporation,Jay County High School,Yes,ap,30,0,0,0,2,0,0,28
INDIANA,Jay School Corporation,Jay County High School,Yes,total,1110,0,7,2,52,0,19,1030
INDIANA,Jennings County School Corporation,Jennings County High School,Yes,ap,173,2,0,2,7,0,2,160
INDIANA,Jennings County School Corporation,Jennings County High School,Yes,total,1370,4,0,7,40,0,22,1297
INDIANA,John Glenn School Corporation,John Glenn High School,Yes,ap,163,4,2,0,10,0,2,145
INDIANA,John Glenn School Corporation,John Glenn High School,Yes,total,619,7,7,2,19,0,13,571
INDIANA,Kankakee Valley School Corp,Kankakee Valley High School,Yes,ap,119,0,2,2,4,0,2,109
INDIANA,Kankakee Valley School Corp,Kankakee Valley High School,Yes,total,1099,2,4,7,100,0,13,973
INDIANA,Knox Community School Corp,Knox Community High School,Yes,ap,37,2,0,0,4,0,0,31
INDIANA,Knox Community School Corp,Knox Community High School,Yes,total,589,2,0,4,25,0,2,556
INDIANA,Kokomo School Corporation,Kokomo High School,Yes,ap,383,0,37,37,16,0,28,265
INDIANA,Kokomo School Corporation,Kokomo High School,Yes,total,1891,5,58,313,94,0,178,1243
INDIANA,Kokomo School Corporation,McKinley Alternative,No,total,61,0,0,10,4,0,10,37
INDIANA,La Porte Community School Corp,LaPorte High School,Yes,ap,209,2,7,2,16,0,7,175
INDIANA,La Porte Community School Corp,LaPorte High School,Yes,total,2127,2,13,64,274,2,94,1678
INDIANA,Lafayette School Corporation,Jefferson High School,Yes,ap,140,0,4,7,22,0,7,100
INDIANA,Lafayette School Corporation,Jefferson High School,Yes,total,1968,10,19,280,466,0,106,1087
INDIANA,Lafayette School Corporation,Oakland High School,No,total,55,2,0,10,7,0,2,34
INDIANA,Lake Central School Corp,Lake Central High School,Yes,ap,1104,4,64,25,97,0,31,883
INDIANA,Lake Central School Corp,Lake Central High School,Yes,total,3239,19,109,199,424,2,121,2365
INDIANA,Lake Ridge New Tech Schools,Calumet New Tech High School,Yes,ap,395,4,0,115,100,0,13,163
INDIANA,Lake Ridge New Tech Schools,Calumet New Tech High School,Yes,total,575,4,0,172,151,0,25,223
INDIANA,Lake Station Community Schools,Thomas A Edison Jr-Sr HS,Yes,ap,50,0,0,2,13,0,4,31
INDIANA,Lake Station Community Schools,Thomas A Edison Jr-Sr HS,Yes,total,589,2,2,37,205,2,25,316
INDIANA,Lakeland School Corporation,Lakeland High School,Yes,ap,83,0,2,0,13,0,4,64
INDIANA,Lakeland School Corporation,Lakeland High School,Yes,total,610,2,4,4,97,0,22,481
INDIANA,Lanesville Community School Corp,Lanesville Jr-Sr HS,Yes,ap,61,0,2,0,2,0,2,55
INDIANA,Lanesville Community School Corp,Lanesville Jr-Sr HS,Yes,total,356,0,2,0,4,0,10,340
INDIANA,Lawrenceburg Com School Corp,Lawrenceburg High School,Yes,ap,14,0,2,0,0,0,2,10
INDIANA,Lawrenceburg Com School Corp,Lawrenceburg High School,Yes,total,596,4,4,7,10,2,25,544
INDIANA,Lebanon Community School Corp,Lebanon Senior High School,Yes,ap,157,0,2,2,4,0,7,142
INDIANA,Lebanon Community School Corp,Lebanon Senior High School,Yes,total,1039,2,7,16,52,0,31,931
INDIANA,Liberty-Perry Com School Corp,Wapahani High School,Yes,ap,187,0,2,0,0,0,4,181
INDIANA,Liberty-Perry Com School Corp,Wapahani High School,Yes,total,381,0,4,2,4,0,7,364
INDIANA,Linton-Stockton School Corp,Linton-Stockton High School,Yes,ap,41,0,2,0,0,0,2,37
INDIANA,Linton-Stockton School Corp,Linton-Stockton High School,Yes,total,371,0,2,0,10,0,4,355
INDIANA,Logansport Community Sch Corp,Logansport Comm High School,Yes,ap,97,0,2,2,22,0,4,67
INDIANA,Logansport Community Sch Corp,Logansport Comm High School,Yes,total,1201,2,22,16,412,0,31,718
INDIANA,Loogootee Community Sch Corp,Loogootee High School,No,total,288,0,4,2,4,0,7,271
INDIANA,M S D Bluffton-Harrison,Bluffton High School,Yes,ap,12,0,2,0,0,0,0,10
INDIANA,M S D Bluffton-Harrison,Bluffton High School,Yes,total,435,2,4,4,28,7,5,385
INDIANA,M S D Boone Township,Hebron High School,Yes,ap,49,0,0,0,4,0,2,43
INDIANA,M S D Boone Township,Hebron High School,Yes,total,372,0,2,4,40,0,10,316
INDIANA,M S D Decatur Township,Decatur Central High School,Yes,ap,251,0,4,25,31,0,4,187
INDIANA,M S D Decatur Township,Decatur Central High School,Yes,total,1705,4,13,187,184,4,67,1246
INDIANA,M S D Decatur Township,Decatur Twp School for Excellence,No,total,186,2,0,13,13,0,4,154
INDIANA,M S D Lawrence Township,Lawrence Central High School,Yes,ap,203,0,4,61,25,0,13,100
INDIANA,M S D Lawrence Township,Lawrence Central High School,Yes,total,1298,0,4,712,214,0,79,289
INDIANA,M S D Lawrence Township,Lawrence North High School,Yes,ap,326,0,7,85,52,0,28,154
INDIANA,M S D Lawrence Township,Lawrence North High School,Yes,total,1270,0,13,589,208,2,85,373
INDIANA,M S D Lawrence Township,McKenzie Career Center,Yes,ap,633,2,34,181,64,2,37,313
INDIANA,M S D Lawrence Township,McKenzie Career Center,Yes,total,2210,4,46,991,301,2,151,715
INDIANA,M S D Martinsville Schools,Martinsville High School,Yes,ap,141,0,4,2,4,0,4,127
INDIANA,M S D Martinsville Schools,Martinsville High School,Yes,total,1560,7,13,10,22,0,28,1480
