state,district,school,ap,type,total,American Indian/Alaska Native,Asian,Black,Hispanic,Native Hawaiian/Pacific Islander,Two or More Races,White
NEW JERSEY,Elizabeth Public Schools,Admiral William F. Halsey Jr. Health & Public Safety Academy,Yes,total,1227,0,10,277,880,2,0,58
NEW JERSEY,Elizabeth Public Schools,Alexander Hamilton Preparatory Academy,Yes,ap,541,0,7,82,409,0,0,43
NEW JERSEY,Elizabeth Public Schools,Alexander Hamilton Preparatory Academy,Yes,total,982,0,16,178,715,0,0,73
NEW JERSEY,Elizabeth Public Schools,Elizabeth High School,Yes,ap,841,0,46,85,607,0,0,103
NEW JERSEY,Elizabeth Public Schools,Elizabeth High School,Yes,total,841,0,46,85,607,0,0,103
NEW JERSEY,Elizabeth Public Schools,John E. Dwyer Technology Academy,Yes,ap,205,0,7,43,145,0,0,10
NEW JERSEY,Elizabeth Public Schools,John E. Dwyer Technology Academy,Yes,total,1176,2,22,247,847,0,0,58
NEW JERSEY,Elizabeth Public Schools,Thomas A. Edison Career and Technical Academy,Yes,ap,57,0,0,16,34,0,0,7
NEW JERSEY,Elizabeth Public Schools,Thomas A. Edison Career and Technical Academy,Yes,total,657,0,4,139,475,2,0,37
NEW JERSEY,Elizabeth Public Schools,Thomas Jefferson Arts Academy,Yes,ap,168,0,4,25,118,2,0,19
NEW JERSEY,Elizabeth Public Schools,Thomas Jefferson Arts Academy,Yes,total,1029,0,7,259,667,2,0,94
NEW JERSEY,Elmwood Park School District,Memorial Senior High School,Yes,ap,55,0,10,2,19,2,0,22
NEW JERSEY,Elmwood Park School District,Memorial Senior High School,Yes,total,679,0,73,58,262,2,7,277
NEW JERSEY,Emerson Public School District,Emerson Jr Sr High,Yes,ap,85,0,10,0,4,0,4,67
NEW JERSEY,Emerson Public School District,Emerson Jr Sr High,Yes,total,551,0,52,4,46,0,10,439
NEW JERSEY,Englewood Public School District,Dwight Morrow High School/Academies@Englewood,Yes,ap,205,0,82,16,55,0,0,52
NEW JERSEY,Englewood Public School District,Dwight Morrow High School/Academies@Englewood,Yes,total,1075,0,178,400,373,0,0,124
NEW JERSEY,Essex County Vocational Technical Schools,Bloomfield Tech,Yes,ap,104,0,0,58,46,0,0,0
NEW JERSEY,Essex County Vocational Technical Schools,Bloomfield Tech,Yes,total,494,4,0,220,262,4,2,2
NEW JERSEY,Essex County Vocational Technical Schools,Newark Tech,Yes,ap,127,0,0,82,43,0,0,2
NEW JERSEY,Essex County Vocational Technical Schools,Newark Tech,Yes,total,760,5,2,451,292,4,2,4
NEW JERSEY,Essex County Vocational Technical Schools,North 13th St Tech,Yes,ap,196,0,4,100,88,2,0,2
NEW JERSEY,Essex County Vocational Technical Schools,North 13th St Tech,Yes,total,686,0,7,268,391,10,0,10
NEW JERSEY,Essex County Vocational Technical Schools,West Caldwell Tech,Yes,ap,73,0,2,4,67,0,0,0
NEW JERSEY,Essex County Vocational Technical Schools,West Caldwell Tech,Yes,total,263,2,4,94,154,0,2,7
NEW JERSEY,ESSEX REGIONAL EDUCATIONAL SERVICES COMMISSION,ESSEX CAMPUS ACADEMY,No,total,38,0,0,28,10,0,0,0
NEW JERSEY,ESSEX REGIONAL EDUCATIONAL SERVICES COMMISSION,ESSEX HIGH SCHOOL,No,total,31,0,0,19,10,0,0,2
NEW JERSEY,Ewing Township School District,Ewing High School,Yes,ap,125,0,7,31,16,2,2,67
NEW JERSEY,Ewing Township School District,Ewing High School,Yes,total,1129,0,43,553,142,2,37,352
NEW JERSEY,Fair Lawn Public School District,FAIR LAWN HIGH SCHOOL,Yes,ap,264,0,55,4,0,2,13,190
NEW JERSEY,Fair Lawn Public School District,FAIR LAWN HIGH SCHOOL,Yes,total,1456,4,166,46,145,4,109,982
NEW JERSEY,Florence Township School District,Florence Township Memorial High School,Yes,ap,64,0,4,13,4,0,0,43
NEW JERSEY,Florence Township School District,Florence Township Memorial High School,Yes,total,409,0,34,103,25,0,0,247
NEW JERSEY,Fort Lee School District,Fort Lee High School,Yes,ap,173,0,112,2,19,0,0,40
NEW JERSEY,Fort Lee School District,Fort Lee High School,Yes,total,938,0,382,43,217,2,2,292
NEW JERSEY,Foundation Academy Charter School,Foundation Academy Charter School,Yes,ap,23,0,0,16,7,0,0,0
NEW JERSEY,Foundation Academy Charter School,Foundation Academy Charter School,Yes,total,909,2,10,514,364,2,4,13
NEW JERSEY,Franklin Township Public School District,Franklin High School,Yes,ap,410,2,163,109,43,0,2,91
NEW JERSEY,Franklin Township Public School District,Franklin High School,Yes,total,2162,4,301,913,628,2,10,304
NEW JERSEY,Freehold Regional High School District,Colts Neck High School,Yes,ap,363,4,43,4,10,2,2,298
NEW JERSEY,Freehold Regional High School District,Colts Neck High School,Yes,total,1453,4,124,28,118,4,4,1171
NEW JERSEY,Freehold Regional High School District,Freehold Borough High School,Yes,ap,377,0,103,10,37,2,2,223
NEW JERSEY,Freehold Regional High School District,Freehold Borough High School,Yes,total,1458,0,142,127,340,4,4,841
NEW JERSEY,Freehold Regional High School District,Freehold Township High School,Yes,ap,595,0,70,19,37,4,2,463
NEW JERSEY,Freehold Regional High School District,Freehold Township High School,Yes,total,2102,2,157,115,193,10,4,1621
NEW JERSEY,Freehold Regional High School District,Howell High School,Yes,ap,562,0,40,13,16,4,2,487
NEW JERSEY,Freehold Regional High School District,Howell High School,Yes,total,2216,2,85,82,130,4,16,1897
NEW JERSEY,Freehold Regional High School District,Manalapan High School,Yes,ap,540,0,76,4,19,4,4,433
NEW JERSEY,Freehold Regional High School District,Manalapan High School,Yes,total,1941,0,157,46,115,4,16,1603
NEW JERSEY,Freehold Regional High School District,Marlboro High School,Yes,ap,513,0,172,10,13,0,2,316
NEW JERSEY,Freehold Regional High School District,Marlboro High School,Yes,total,1954,0,358,37,79,2,19,1459
NEW JERSEY,Freehold Regional High School District,RAISE ACADEMY,No,total,21,0,2,2,4,0,0,13
NEW JERSEY,GARFIELD PUBLIC SCHOOL DISTRICT,GARFIELD AUXILIARY MS/HS,No,total,59,0,0,13,31,0,2,13
NEW JERSEY,GARFIELD PUBLIC SCHOOL DISTRICT,GARFIELD HIGH SCHOOL,Yes,ap,58,0,4,4,25,0,0,25
NEW JERSEY,GARFIELD PUBLIC SCHOOL DISTRICT,GARFIELD HIGH SCHOOL,Yes,total,1045,0,10,82,544,2,4,403
NEW JERSEY,GATEWAY REGIONAL SCHOOL DISTRICT,Gateway Regional High School,Yes,ap,108,0,7,4,4,0,2,91
NEW JERSEY,GATEWAY REGIONAL SCHOOL DISTRICT,Gateway Regional High School,Yes,total,960,0,19,55,40,4,31,811
NEW JERSEY,Glassboro School District,Glassboro High School,Yes,ap,42,0,4,7,4,0,2,25
NEW JERSEY,Glassboro School District,Glassboro High School,Yes,total,570,4,19,193,79,0,10,265
NEW JERSEY,Glen Ridge Public Schools,Glen Ridge High School,Yes,ap,179,0,10,4,7,0,4,154
NEW JERSEY,Glen Ridge Public Schools,Glen Ridge High School,Yes,total,818,0,37,46,43,0,46,646
NEW JERSEY,GLEN ROCK PUBLIC SCHOOL DISTRICT,GLEN ROCK HIGH SCHOOL,Yes,ap,309,0,58,2,16,0,7,226
NEW JERSEY,GLEN ROCK PUBLIC SCHOOL DISTRICT,GLEN ROCK HIGH SCHOOL,Yes,total,751,2,64,7,19,0,13,646
NEW JERSEY,Gloucester City Public School District,Gloucester City Jr. Sr. High School,Yes,ap,69,0,2,2,2,2,0,61
NEW JERSEY,Gloucester City Public School District,Gloucester City Jr. Sr. High School,Yes,total,824,0,25,76,97,4,0,622
NEW JERSEY,Gloucester County Special Services School District,Bankbridge Regional School,No,total,685,0,13,169,52,2,40,409
NEW JERSEY,Gloucester County Vocational-Technical School District,Gloucester County Institute of Technology,No,total,1325,2,34,64,34,4,97,1090
NEW JERSEY,Great Oaks Charter School,Great Oaks Charter School,Yes,ap,41,0,0,34,7,0,0,0
NEW JERSEY,Great Oaks Charter School,Great Oaks Charter School,Yes,total,458,0,4,370,82,0,0,2
NEW JERSEY,Greater Egg Harbor Regional High School District,Absegami High School,Yes,ap,185,0,58,16,25,2,2,82
NEW JERSEY,Greater Egg Harbor Regional High School District,Absegami High School,Yes,total,1349,2,208,238,247,4,16,634
NEW JERSEY,Greater Egg Harbor Regional High School District,Cedar Creek High School,Yes,ap,144,0,10,7,16,0,2,109
NEW JERSEY,Greater Egg Harbor Regional High School District,Cedar Creek High School,Yes,total,907,2,28,118,157,0,4,598
NEW JERSEY,Greater Egg Harbor Regional High School District,Oakcrest High School,Yes,ap,149,2,22,22,31,0,2,70
NEW JERSEY,Greater Egg Harbor Regional High School District,Oakcrest High School,Yes,total,1007,2,64,325,178,4,7,427
NEW JERSEY,Hackensack School District,Hackensack High School,Yes,ap,285,2,25,49,109,4,2,94
NEW JERSEY,Hackensack School District,Hackensack High School,Yes,total,1816,7,115,478,862,4,4,346
NEW JERSEY,Hackettstown Public School District,Hackettstown High School,Yes,ap,115,0,10,0,7,0,4,94
NEW JERSEY,Hackettstown Public School District,Hackettstown High School,Yes,total,926,2,34,19,115,4,25,727
NEW JERSEY,HADDON HEIGHTS School District,HADDON HEIGHTS JR-SR HS,Yes,ap,134,0,2,4,2,0,8,118
NEW JERSEY,HADDON HEIGHTS School District,HADDON HEIGHTS JR-SR HS,Yes,total,742,2,10,145,37,0,16,532
NEW JERSEY,HADDON TOWNSHIP SCHOOL DISTRICT,HADDON TOWNSHIP HIGH SCHOOL,Yes,ap,138,2,7,2,7,0,5,115
NEW JERSEY,HADDON TOWNSHIP SCHOOL DISTRICT,HADDON TOWNSHIP HIGH SCHOOL,Yes,total,617,4,22,16,43,2,13,517
NEW JERSEY,HADDONFIELD SCHOOL DISTRICT,Haddonfield Memorial High School,Yes,ap,584,0,34,10,16,0,13,511
NEW JERSEY,HADDONFIELD SCHOOL DISTRICT,Haddonfield Memorial High School,Yes,total,800,0,46,10,25,0,13,706
NEW JERSEY,Hamilton Township Public School District,HAMILTON EAST - STEINERT,Yes,ap,227,0,16,4,19,0,10,178
NEW JERSEY,Hamilton Township Public School District,HAMILTON EAST - STEINERT,Yes,total,1276,4,64,70,106,4,31,997
NEW JERSEY,Hamilton Township Public School District,HAMILTON NORTH-NOTTINGHAM,Yes,ap,173,0,13,40,40,0,4,76
NEW JERSEY,Hamilton Township Public School District,HAMILTON NORTH-NOTTINGHAM,Yes,total,1364,2,46,433,388,4,28,463
NEW JERSEY,Hamilton Township Public School District,HAMILTON WEST-WATSON,Yes,ap,161,0,7,22,31,0,4,97
NEW JERSEY,Hamilton Township Public School District,HAMILTON WEST-WATSON,Yes,total,1226,0,31,262,379,0,34,520
NEW JERSEY,Hammonton School District,Hammonton High School,Yes,ap,135,0,5,7,13,0,4,106
NEW JERSEY,Hammonton School District,Hammonton High School,Yes,total,1419,2,16,88,241,2,4,1066
NEW JERSEY,Hanover Park Regional High School District,Hanover Park High School,Yes,ap,306,2,34,13,13,0,0,244
NEW JERSEY,Hanover Park Regional High School District,Hanover Park High School,Yes,total,855,2,64,34,58,0,0,697
NEW JERSEY,Hanover Park Regional High School District,Whippany Park High School,Yes,ap,241,0,61,4,10,0,0,166
NEW JERSEY,Hanover Park Regional High School District,Whippany Park High School,Yes,total,706,0,91,22,40,0,0,553
NEW JERSEY,Harrison Public Schools,Harrison High School,Yes,ap,103,0,7,4,73,0,0,19
NEW JERSEY,Harrison Public Schools,Harrison High School,Yes,total,713,0,25,16,532,2,2,136
NEW JERSEY,Hasbrouck Heights School District,Hasbrouck Heights High School,Yes,ap,136,2,31,2,13,0,0,88
NEW JERSEY,Hasbrouck Heights School District,Hasbrouck Heights High School,Yes,total,577,2,94,16,118,0,7,340
NEW JERSEY,Hawthorne Public School District,Hawthorne High School,Yes,ap,138,0,2,2,34,0,0,100
NEW JERSEY,Hawthorne Public School District,Hawthorne High School,Yes,total,664,0,10,22,178,0,0,454
NEW JERSEY,Hazlet Township Public School District,Raritan High School,Yes,ap,270,0,5,2,28,0,0,235
NEW JERSEY,Hazlet Township Public School District,Raritan High School,Yes,total,974,0,31,22,106,0,4,811
NEW JERSEY,Henry Hudson Regional School District,Henry Hudson Regional School,Yes,ap,36,0,4,2,2,0,0,28
NEW JERSEY,Henry Hudson Regional School District,Henry Hudson Regional School,Yes,total,292,0,10,10,22,2,4,244
NEW JERSEY,HIGH POINT REGIONAL HIGH SCHOOL DISTRICT,HIGH POINT REGIONAL HIGH SCHOOL,Yes,ap,195,0,5,2,7,0,0,181
NEW JERSEY,HIGH POINT REGIONAL HIGH SCHOOL DISTRICT,HIGH POINT REGIONAL HIGH SCHOOL,Yes,total,1001,2,16,22,64,2,0,895
NEW JERSEY,Highland Park Boro School District,HIGHLAND PARK HIGH SCHOOL,Yes,ap,176,0,43,7,25,0,10,91
NEW JERSEY,Highland Park Boro School District,HIGHLAND PARK HIGH SCHOOL,Yes,total,499,2,109,52,97,0,28,211
NEW JERSEY,Hillsborough Township Public School District,Hillsborough High School,Yes,ap,495,0,157,13,16,2,0,307
NEW JERSEY,Hillsborough Township Public School District,Hillsborough High School,Yes,total,2263,0,415,127,160,4,2,1555
NEW JERSEY,Hillside Board of Education,Hillside High School,Yes,ap,99,0,0,58,22,0,0,19
NEW JERSEY,Hillside Board of Education,Hillside High School,Yes,total,892,0,7,619,175,2,4,85
NEW JERSEY,Hoboken Charter School,Hoboken Charter School,No,total,295,0,16,52,100,0,0,127
NEW JERSEY,Hoboken Public School District,Hoboken Junior Senior High School,Yes,ap,76,0,4,13,40,0,0,19
NEW JERSEY,Hoboken Public School District,Hoboken Junior Senior High School,Yes,total,675,0,10,136,424,2,0,103
NEW JERSEY,Holmdel Township School District,Holmdel High School,Yes,ap,239,0,73,2,4,0,0,160
NEW JERSEY,Holmdel Township School District,Holmdel High School,Yes,total,923,0,154,10,43,0,43,673
NEW JERSEY,Hopatcong Borough School District,Hopatcong High School,Yes,ap,68,0,4,2,7,0,0,55
NEW JERSEY,Hopatcong Borough School District,Hopatcong High School,Yes,total,525,0,13,22,91,4,4,391
NEW JERSEY,Hopewell Valley Regional School District,Hopewell Valley Central High School,Yes,ap,351,0,55,4,10,0,2,280
NEW JERSEY,Hopewell Valley Regional School District,Hopewell Valley Central High School,Yes,total,1229,0,124,46,43,0,13,1003
NEW JERSEY,Hudson County Schools of Technology School District,Academy of Technology Design,No,total,165,0,22,37,82,2,0,22
NEW JERSEY,Hudson County Schools of Technology School District,County Prep High School,Yes,ap,162,0,67,4,49,5,0,37
NEW JERSEY,Hudson County Schools of Technology School District,County Prep High School,Yes,total,780,4,211,94,298,19,0,154
NEW JERSEY,Hudson County Schools of Technology School District,High Tech High School,Yes,ap,222,0,79,4,55,2,0,82
NEW JERSEY,Hudson County Schools of Technology School District,High Tech High School,Yes,total,939,2,202,52,376,13,2,292
NEW JERSEY,Hudson County Schools of Technology School District,Knowledge Advanced Skills,No,total,28,0,0,4,22,0,0,2
NEW JERSEY,Hunterdon Central Regional High School,Hunterdon Central Regional High School District,Yes,ap,854,4,88,13,40,2,4,703
NEW JERSEY,Hunterdon Central Regional High School,Hunterdon Central Regional High School District,Yes,total,3044,4,175,70,241,2,28,2524
NEW JERSEY,Hunterdon County Educational Services Commission,ESC Academy,No,total,17,0,0,8,4,0,0,5
NEW JERSEY,Hunterdon County Educational Services Commission,ESC School at West Amwell,No,total,42,0,0,31,7,0,0,4
NEW JERSEY,IRVINGTON BOARD OF EDUCATION,IRVINGTON HIGH SCHOOL,Yes,ap,39,0,0,31,4,4,0,0
NEW JERSEY,IRVINGTON BOARD OF EDUCATION,IRVINGTON HIGH SCHOOL,Yes,total,1211,4,7,1021,175,4,0,0
NEW JERSEY,Jackson Township School District,Jackson Liberty High School,Yes,ap,187,0,16,7,10,0,0,154
NEW JERSEY,Jackson Township School District,Jackson Liberty High School,Yes,total,1363,0,46,100,154,2,4,1057
NEW JERSEY,Jackson Township School District,Jackson Memorial High School,Yes,ap,321,0,16,19,10,0,2,274
NEW JERSEY,Jackson Township School District,Jackson Memorial High School,Yes,total,1602,2,46,97,91,2,4,1360
NEW JERSEY,Jefferson Township Public School District,Jefferson Township High School,Yes,ap,157,0,13,4,10,0,0,130
NEW JERSEY,Jefferson Township Public School District,Jefferson Township High School,Yes,total,1019,4,46,13,64,0,0,892
NEW JERSEY,Jersey City School District,Dr Ronald McNair High School,Yes,ap,544,0,247,91,109,0,0,97
NEW JERSEY,Jersey City School District,Dr Ronald McNair High School,Yes,total,711,16,304,124,133,5,2,127
NEW JERSEY,Jersey City School District,Henry Snyder High School,Yes,ap,36,0,4,22,10,0,0,0
NEW JERSEY,Jersey City School District,Henry Snyder High School,Yes,total,1039,4,67,679,238,4,4,43
NEW JERSEY,Jersey City School District,Infinity Institute,Yes,ap,67,0,25,16,13,0,0,13
NEW JERSEY,Jersey City School District,Infinity Institute,Yes,total,284,2,70,73,79,2,0,58
NEW JERSEY,Jersey City School District,James J Ferris High School,Yes,ap,88,0,34,10,34,0,0,10
NEW JERSEY,Jersey City School District,James J Ferris High School,Yes,total,1203,0,160,307,595,10,4,127
NEW JERSEY,Jersey City School District,Liberty High School,Yes,ap,49,0,7,13,25,0,0,4
NEW JERSEY,Jersey City School District,Liberty High School,Yes,total,194,0,28,52,82,2,2,28
NEW JERSEY,Jersey City School District,Lincoln High School,Yes,ap,33,0,4,19,8,0,0,2
NEW JERSEY,Jersey City School District,Lincoln High School,Yes,total,848,4,25,583,211,4,2,19
NEW JERSEY,Jersey City School District,William L Dickinson High School,Yes,ap,181,4,91,10,49,2,0,25
NEW JERSEY,Jersey City School District,William L Dickinson High School,Yes,total,1985,16,430,322,955,4,2,256
NEW JERSEY,Keansburg School District,Keansburg High School,Yes,ap,22,0,0,2,4,0,0,16
NEW JERSEY,Keansburg School District,Keansburg High School,Yes,total,354,4,5,43,70,0,0,232
NEW JERSEY,Kearny,Kearny High School,Yes,ap,188,0,7,2,70,0,0,109
NEW JERSEY,Kearny,Kearny High School,Yes,total,1750,2,34,40,973,2,2,697
NEW JERSEY,KENILWORTH SCHOOL DISTRICT,David Brearley Middle/High School,Yes,ap,75,2,2,7,13,0,2,49
NEW JERSEY,KENILWORTH SCHOOL DISTRICT,David Brearley Middle/High School,Yes,total,749,2,19,82,190,4,10,442
NEW JERSEY,Keyport School District,Keyport High School,Yes,ap,32,0,2,4,7,0,0,19
NEW JERSEY,Keyport School District,Keyport High School,Yes,total,373,0,7,37,79,0,0,250
NEW JERSEY,Kingsway Regional School District,Kingsway Regional High School,Yes,ap,365,0,28,37,10,0,7,283
NEW JERSEY,Kingsway Regional School District,Kingsway Regional High School,Yes,total,1685,0,67,217,94,0,31,1276
NEW JERSEY,Kinnelon School District,Kinnelon High School,Yes,ap,155,0,16,2,7,0,0,130
NEW JERSEY,Kinnelon School District,Kinnelon High School,Yes,total,673,0,28,7,25,4,2,607
NEW JERSEY,Kittatinny Regional School District,Kittatinny Regional High School,Yes,ap,106,0,4,0,2,0,0,100
NEW JERSEY,Kittatinny Regional School District,Kittatinny Regional High School,Yes,total,1066,0,16,7,28,2,4,1009
NEW JERSEY,Lacey Township School District,Lacey Township High School,Yes,ap,151,0,7,0,7,0,4,133
NEW JERSEY,Lacey Township School District,Lacey Township High School,Yes,total,1294,2,16,7,58,0,7,1204
NEW JERSEY,Lakeland Regional High School District,Lakeland Regional High School,Yes,ap,135,0,10,2,4,0,13,106
NEW JERSEY,Lakeland Regional High School District,Lakeland Regional High School,Yes,total,987,19,46,25,40,0,112,745
NEW JERSEY,Lakewood Township School District,Lakewood High School,Yes,ap,151,2,2,28,109,0,0,10
NEW JERSEY,Lakewood Township School District,Lakewood High School,Yes,total,1187,2,4,208,913,2,0,58
NEW JERSEY,Lawrence Township Public School District,Lawrence High School,Yes,ap,203,0,58,16,13,0,10,106
NEW JERSEY,Lawrence Township Public School District,Lawrence High School,Yes,total,1142,0,163,202,163,0,79,535
NEW JERSEY,LEAP Academy University Charter School,LEAP ACADEMY UNIVERSITY CHARTER SCHOOL,No,total,1437,4,22,625,778,0,4,4
NEW JERSEY,Lenape Regional High School District,Cherokee High School,Yes,ap,370,0,58,10,10,0,0,292
NEW JERSEY,Lenape Regional High School District,Cherokee High School,Yes,total,2190,2,157,139,85,4,2,1801
NEW JERSEY,Lenape Regional High School District,Lenape High School,Yes,ap,395,4,82,22,13,0,0,274
NEW JERSEY,Lenape Regional High School District,Lenape High School,Yes,total,1768,7,187,304,94,2,0,1174
NEW JERSEY,Lenape Regional High School District,Seneca High School,Yes,ap,258,0,10,4,7,2,0,235
NEW JERSEY,Lenape Regional High School District,Seneca High School,Yes,total,1216,4,28,37,46,2,0,1099
NEW JERSEY,Lenape Regional High School District,Shawnee High School,Yes,ap,335,0,16,2,4,0,0,313
NEW JERSEY,Lenape Regional High School District,Shawnee High School,Yes,total,1582,4,52,28,52,0,2,1444
NEW JERSEY,Lenape Valley Regional High School District,Lenape Valley Regional High School,Yes,ap,275,2,4,4,7,2,0,256
NEW JERSEY,Lenape Valley Regional High School District,Lenape Valley Regional High School,Yes,total,804,4,22,28,70,4,0,676
NEW JERSEY,Leonia Public School District,Leonia High School,Yes,ap,200,0,91,4,40,0,4,61
NEW JERSEY,Leonia Public School District,Leonia High School,Yes,total,682,0,241,37,166,2,7,229
NEW JERSEY,Linden Public School District,Linden High School,No,total,1609,4,31,643,565,4,34,328
NEW JERSEY,Lindenwold Public School District,Lindenwold High School,Yes,ap,71,0,2,34,19,0,0,16
NEW JERSEY,Lindenwold Public School District,Lindenwold High School,Yes,total,609,2,19,265,253,0,0,70
NEW JERSEY,Livingston Board of Education School District,Livingston High School,Yes,ap,629,0,214,13,16,0,7,379
NEW JERSEY,Livingston Board of Education School District,Livingston High School,Yes,total,1831,0,463,58,76,2,25,1207
NEW JERSEY,Lodi School District,Lodi High School,Yes,ap,185,0,19,16,70,13,0,67
NEW JERSEY,Lodi School District,Lodi High School,Yes,total,930,2,61,109,448,31,2,277
NEW JERSEY,LONG BRANCH PUBLIC SCHOOL District,Long Branch High School,Yes,ap,225,0,7,34,112,0,2,70
NEW JERSEY,LONG BRANCH PUBLIC SCHOOL District,Long Branch High School,Yes,total,1374,0,10,316,700,0,2,346
NEW JERSEY,Lower Cape May Regional School District,Lower Cape May Regional High School,Yes,ap,104,0,0,4,4,2,0,94
NEW JERSEY,Lower Cape May Regional School District,Lower Cape May Regional High School,Yes,total,861,2,7,46,70,2,7,727
NEW JERSEY,Lyndhurst School District,Lyndhurst High School,Yes,ap,120,0,4,4,37,0,2,73
NEW JERSEY,Lyndhurst School District,Lyndhurst High School,Yes,total,745,0,25,19,229,2,7,463
NEW JERSEY,M.E.T.S. CHARTER SCHOOL,M.E.T.S. CHARTER SCHOOL,No,total,481,2,49,166,199,0,13,52
NEW JERSEY,Madison Public School District,Madison High School,Yes,ap,251,0,22,4,7,0,7,211
NEW JERSEY,Madison Public School District,Madison High School,Yes,total,850,2,64,19,85,0,10,670
NEW JERSEY,Mahwah Township Public School District,Mahwah High School,Yes,ap,224,0,37,4,10,0,4,169
NEW JERSEY,Mahwah Township Public School District,Mahwah High School,Yes,total,918,7,91,28,52,0,19,721
NEW JERSEY,MAINLAND REGIONAL HIGH SCHOOL DISTRICT,MAINLAND REGIONAL HIGH SCHOOL,Yes,ap,353,0,34,4,28,0,16,271
NEW JERSEY,MAINLAND REGIONAL HIGH SCHOOL DISTRICT,MAINLAND REGIONAL HIGH SCHOOL,Yes,total,1350,2,76,91,160,2,82,937
NEW JERSEY,Manasquan School District,Manasquan High School,Yes,ap,142,0,2,0,4,0,0,136
NEW JERSEY,Manasquan School District,Manasquan High School,Yes,total,957,2,16,25,79,0,0,835
NEW JERSEY,Manchester Township School District,Manchester Regional Day School,No,total,62,0,4,7,7,0,4,40
NEW JERSEY,Manchester Township School District,Manchester Township High School,Yes,ap,106,0,7,10,16,0,0,73
NEW JERSEY,Manchester Township School District,Manchester Township High School,Yes,total,988,4,40,133,139,4,7,661
NEW JERSEY,Manville Board of Education,Manville High School,Yes,ap,38,0,4,2,7,0,0,25
NEW JERSEY,Manville Board of Education,Manville High School,Yes,total,375,0,10,25,139,0,2,199
NEW JERSEY,Maple Shade School District,Maple Shade High School,Yes,ap,29,0,4,0,0,0,0,25
NEW JERSEY,Maple Shade School District,Maple Shade High School,Yes,total,857,0,28,106,142,0,10,571
NEW JERSEY,Marion P. Thomas Charter School,Marion P. Thomas Charter School,No,total,1331,2,2,1252,73,0,2,0
NEW JERSEY,Matawan-Aberdeen Regional School District,Matawan Regional High School,Yes,ap,146,0,16,7,13,0,4,106
NEW JERSEY,Matawan-Aberdeen Regional School District,Matawan Regional High School,Yes,total,1066,2,58,175,136,0,16,679
NEW JERSEY,Mercer County Special Services School District,Mercer High School,No,total,325,0,13,148,64,2,10,88
NEW JERSEY,Metuchen Public School District,Metuchen High School,Yes,ap,257,0,58,7,13,0,16,163
NEW JERSEY,Metuchen Public School District,Metuchen High School,Yes,total,782,0,112,40,64,0,67,499
NEW JERSEY,Middle Township Public School District,Middle Township High School,Yes,ap,31,0,0,4,2,0,0,25
NEW JERSEY,Middle Township Public School District,Middle Township High School,Yes,total,785,0,10,154,79,0,16,526
NEW JERSEY,Middlesex Borough School District,Middlesex High School,Yes,ap,58,0,7,2,16,0,2,31
NEW JERSEY,Middlesex Borough School District,Middlesex High School,Yes,total,622,0,37,55,154,2,4,370
NEW JERSEY,Middlesex County Vocational and Technical School District,Middlesex Co Voc School East Bruns. School of Career Develop,No,total,277,0,2,28,70,2,0,175
NEW JERSEY,Middlesex County Vocational and Technical School District,Middlesex Co Voc School Piscataway School of Career Develop,No,total,219,0,2,43,97,2,2,73
NEW JERSEY,Middlesex County Vocational and Technical School District,Middlesex County Voc Acad Allied Health & Biomedical Science,Yes,ap,113,0,100,2,4,0,0,7
NEW JERSEY,Middlesex County Vocational and Technical School District,Middlesex County Voc Acad Allied Health & Biomedical Science,Yes,total,271,0,199,7,16,0,0,49
NEW JERSEY,Middlesex County Vocational and Technical School District,Middlesex County Voc Academy Math Science &Engineering Techn,Yes,ap,42,0,28,2,2,0,0,10
NEW JERSEY,Middlesex County Vocational and Technical School District,Middlesex County Voc Academy Math Science &Engineering Techn,Yes,total,167,0,136,2,4,0,0,25
NEW JERSEY,Middlesex County Vocational and Technical School District,Middlesex County Vocational School  East  Brunswick,No,total,437,4,16,37,115,2,31,232
NEW JERSEY,Middlesex County Vocational and Technical School District,Middlesex County Vocational School Perth Amboy,No,total,298,0,4,25,223,2,4,40
NEW JERSEY,Middlesex County Vocational and Technical School District,Middlesex County Vocational School Piscataway,No,total,346,0,19,52,220,0,0,55
NEW JERSEY,MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,Middletown High School North,Yes,ap,312,0,4,4,16,0,2,286
NEW JERSEY,MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,Middletown High School North,Yes,total,1434,2,19,34,97,2,7,1273
NEW JERSEY,MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,Middletown High School South,Yes,ap,339,0,13,4,4,2,0,316
NEW JERSEY,MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,Middletown High School South,Yes,total,1440,2,31,22,58,2,4,1321
NEW JERSEY,Midland Park School District,Midland Park Jr./Sr. High School,Yes,ap,61,0,5,0,7,0,0,49
NEW JERSEY,Midland Park School District,Midland Park Jr./Sr. High School,Yes,total,459,0,22,4,55,0,2,376
NEW JERSEY,Millburn Township Schools,Millburn High School,Yes,ap,504,2,157,0,4,0,40,301
NEW JERSEY,Millburn Township Schools,Millburn High School,Yes,total,1474,2,331,25,19,0,115,982
NEW JERSEY,MILLVILLE  SCHOOL DISTRICT,MEMORIAL HIGH SCHOOL,No,total,715,2,2,211,124,2,7,367
